Cleaned_Text,Score
where s phone ? !,0
little girl bgt ! sad ! cry laugh loud xx,-1
"_ girl girl , bangin ` shoe ! ! work !",0
change way golden gaytime make . use awesome .,1
friend romans country man laugh loud ppl need 2 help say twitter do not friend loner loner la da da,-1
"thank , mandy ! good sister . may true , unfortunately road tire ` say .",1
hate thunder lightning !,-1
cleaning room listen britney .,0
I m feel burn last 4 day .. go to chill play xbox watch stuff day,0
- sad day ! great guy enthusiastic teacher .,0
home sweet home sleep monday hope .,0
` stuff n ` move,0
work watch snl,0
` not sing rain ?,0
okay hailey really go . everyone keep prayer .,-1
think disgusting,-1
fall asleep 10 minute saget roast .,0
_ union ` let anyone run away anything,0
sky diving aa kinda bored though,0
"would * * pay $ 60k lunch oscar de la renta ? ` see hit east village shop , ?",0
_ foster see look icon . theme btw .,0
phone * * tyson,0
ok . I m juz curious,1
well I m hve another one today yey,0
cheer ! look later hopefully get sort !,1
read twilight new moon keen read eclipse break dawn hmm twilight well new moon still awesome,1
"3 hour sleep last night , want crawl ball somewhere sleep 5 hour . work till six",-1
` drive get taxi . pool table / jukebox ?,0
can not get onto twitter internet,0
"thank follow ! isafailure suppose 2 b team thing , friend ` email communicate n 4ever",1
"mostly go work update twilight blog basically , ` life . sleeptime ?",0
shawty next like hella good oo,1
' just ' -,0
"tomorrow mother ` day ! get mom ? ! ` gift , tell love .",1
honesty .. pain blech .,0
miss sweetie !,-1
arghh annoy - yet go 2 starbuck & give skim milk instead soy milk ! ! ` milk hav 2 throw away ! expensive,-1
time - warner ? talk aol . presentation warner bros .,0
"housemate see angel & demon last night , leave home . look forward see want 2 reminise",0
suck !,-1
"get do discing , find two disc last two day . solid . wish would treat koozie well not throw around",1
go shower . right back 10 min,0
actually ` prefer rum gin ` ` prefer much previously,0
go to nap n chill probably go movie later . ugh headache sux * * . cloudy day,-1
yeh . merch shopping look fab .,1
` awake ` get back sleep,-1
aww preciate love hunnie,1
"finally back bed puppy long week jamaica . love , lve home ! ! night",1
"` way , backstreet boy . remember gasp use 1 song chuck like o.o omfg no way",-1
guess ` true !,1
"get feel belly , not baby .",0
search apartment kaohsiung . go see apartment next tuesday . ` find good one reasonable rent ..,-1
weather ugly n l.a .. ` really cold,-1
iphone sdk & go become friend today . even kill,0
happy mother day mark,1
"yell 8 year , 7 month 6 day , would produce enough sound energy heat one cup coffee .",0
` right ducky thank big help wrap & writing !,1
lame right ? know date ` cali ?,-1
part 2 : social networking ? ? .. even room people,0
"_ l_s game ? unfortunately , teh cavs lose ` sure fun though",0
"no worry , good news good spread",1
"yes , actually , . ` home , mom laundry & babysitting . break something ` need 2 b fix",0
"not part , unfortunately .",-1
` feel good,-1
home chocolate peanut butter . stupid kid bus ruin yearbook,-1
64 degree would dream . ` 75 boise still .,0
fkk nurse cough lung,0
really sad she s miss critical mass,-1
guess ` easy say do people .. one unfortunately,-1
"heyy ! tell follow u , whatsup ?",0
graduate college saturday,0
_ yee haha . funniest thing dude can not ball bring hot gfs along watch get murk !,1
really wish could convince brandon move somewhere like . want move lexington .,1
ar work bored .. hope tiff get soon fun start,0
aw ` let secret !,-1
aw ` welcome,1
` go good week,1
"eh , ` really nice girl ? miss youu",0
finally cup coffee ! !,0
"think , way god work tremendously , amazing -- make possible get card holder lose back .",1
_ rade oh no economy gotcha ? sorry happy get another one la ! enjoy socal ! ahahaay ! laugh loud,0
"know .. sometimes ` let go make difference , eh ?",0
wale ! 1st 2 week away wale . not know guy school really like ..,0
crazy kid ` nap ! think ` heat .. still tell ` go grandma ` cuz ` sick,-1
"mit bookstore good book selection , ` one bookstore no coupon discount",1
status update twitter ice timestamp : sun may 10 10:57:44 cest 2009,0
widd ` bus london & also,0
burn arm . ( think know ),-1
cool rite ?,0
_ laurie dad superman pull ! take easy,1
"uk no phone service oh yea still sick ( cough , sniff )",-1
that s great babe ! ! congrat ! !,1
lmfao ! ! yea anyone ? ? please ? ? ` really pretty ! !,1
"hmm .. skip grocery store head walmart , could potentially leave much .",0
thank pp !,1
"` understand anything , help",-1
"luke , thank ps chris ! ur husband pretty cool reckon ! sorry feel sick hope feel well soon !",0
whaat ? oh no ! ` know ?,-1
love cancuks < 3,1
congrat ! ! highly doubt u ` buyer ` remorse .. u ` want car .,1
"miss close freind , shirley , go france summer miss shirley ! !",-1
lmao .. ` still ! thoroughly enjoy conversation,1
babe . < 3,0
do not know lunch today darn cold today,0
gettin ready put show ugh really hope ppl do not comee,-1
_ yeah thank pair git ( hope ` mega- like bus ! ),1
wake catch nightly tweet ! !,0
hulu no work canada,0
well * * put good innings .. swear brother law .. fine form,1
fuudge . movie store close,0
youtube channel ? demilynnmusic haha cause love 2 sing & stuff yea,1
` ready homie .. actually I m a work,1
"wish could surprise go h , ` work .",0
yummy yummy ice creamm hate heel & whoever make pair .,0
- great time ` block party ` - mackenzie,1
"hope great weekend , paris",1
do photo album I m good person make quite private . pity ben haha,1
aww lovely pic,1
"no way . nab youngster , go ! good friend swear young man - apparantly go long !",-1
aww cryin tho .. want get thru .. feel sorry she s good tho .,0
get home audition awhile ago . think go pretty well math homework call name -.- `,1
oh memory ?,0
I m head home,0
: yay ! good back,1
"ugh hedache ; may cheap , * * * * still class roll",-1
kakabalik lang tarlac . good aftie .,1
get catch rain outside . I m cold bbrr,0
k ` really go bed even tho ` tired night ! < 3,0
"haha , ` great . yeah , zachary quinto spock really awesome indeed ! !",1
"oh lol ! yes , facebook ! ` nice safe environment . like church basement !",1
lonely,-1
exhausting day . come tomorrow ! city mother ` day ! ` wait minus drive .,0
"well , thank think ! ever get scratch one , well , ` right !",1
thank god camera fix . want new ipod,1
"know , stink birthday sorry bra , hope ` fun anyhow , spite !",0
everyone go ? ? boo get no - one twitter wonder con innocent un - suspecting people talk ? ?,0
also find ` also last youth group meeting,0
new post,0
sucky sucky homework,-1
rickroll ` itune shuffle,0
ur welcome finish ur speech ( type write note ),1
"talk sam msn , twitter 5 minute ago",0
tea ! & find picture big snail walk yesterday .,0
` want leave secretly know australia twenty time well america !,1
sigh ` sound happy .,-1
` sorry .. ` make sure next time .,-1
fam back big island say vog bad ` see ocean . sad !,-1
oh cool ! alpha 1.18 come ? auto - connect feature want request,1
"back leg kill yesterday big old leak kitchen , look like stay pjs day infront tv",-1
"try put veggie soup , watch bride war body recover . hope ` spring back tomorrow",1
* * day fly get 3647 thing 8 hour ! !,-1
oh hell yeah lol . I m vegetarian tho still cook mean = x I m traitor,0
"view atlas mountain , morocco across strait gibraltar , take day europa point , gib",0
` yet holdin ` .,0
yes ! haha impale cross key ! love scottish - try - to - be - irish ewan mcgregor,1
"toom ! tour philippine , pleease ? ` risk health get reply . haha !",-1
ahh save mow lawn rain plenty time go kayak . bless rain god ! !,1
& lucas till & david henrie lover . boy cute lucas & ill henrie deal,1
"thank sissy ! ! sure check ur myspace tonight , ` go to something ! luv ya ! !",1
know ! use love show happy weekend !,1
know mean rain suck ..,-1
tilaa make feel special haha hater day,0
hey chelsea ! arm hurtig vaccines todayy ? loveeya,0
"get hair cut , ` almost ear",0
want iphone < 33,1
` get h1n1 tsk tsk tsk ` shame haha feel well bro,1
wow cute pic,1
maitreya bobby ` bday ! yay,0
"really hyperventilate hair ? ? yes , certainly .",-1
"picture cassie crawfish boil make smile real big also , desktop still fail . ultimate fail . hate .",0
need sumthe excruciating headache,-1
work .. think thing work,0
not happy bunny,-1
"hey go ? look forward weekend , sadly I m workin sit sun",0
hit ( fairly empty ) shop orlando ! downtown disney later,-1
ur welcome,1
ah wokke great . could eat much ice cream . never eat much ice cream life ..,0
must . get . .,0
"_ 04071991 haa awesome ! remember brother get give woody , get upset cause get buzz get lmfao",1
` scar .. ` mad ? ` jip world presence,-1
mozart requiem tonight,0
jip good one,1
jodie play sim till daddy pick yesterday . basically social time,0
dream cuddle lady wake alone ` fun,-1
* point facebook message *,0
imm tired callin & & hearin convos wanaa call himm ! !,-1
ouch . realise shelter upbringing .,0
"yep , tolerate nothing facebook group",-1
possible pass lay ? bed soon sleep < 3,0
doctor mommy .,0
work pr plan . award .,0
"not , , drink much .",-1
aww bless guy cute .. still touch bb contestant ? xxoo,1
` sorry,-1
mine no matter ` phone !,0
farr . pdhpe assignment due next week english homework !,0
"go shibuya , meet mom , get contact lens , shinjuku",0
"tired , canï¿½t stay awake .. must finish work sunday",-1
boredd follower she s amazing ! ! * break *,1
surgery .,0
` no good . ` sorry,-1
mass cleanout room rearranging . send mother buy bin bookshelf since mine suck . bad mood,-1
cross finger ya ! & hey ` side town ! welcome ! laugh loud,1
aha mom super power - guilt,-1
` call retro dear wear fifty fashion sometimes .. not see birthday picture ?,0
work huge headache,-1
na friend .. ? ask great physique laugh loud,0
mm someone inside ? brlliant,0
hmm bout boi jammin sum john stephens ya ?,0
"oo , explanation ? , thank god would forever wonder ! .. love good night mare tho ! !",1
` try convince wait bit see ! well . ` want see,0
supp ?,0
"` cool , ` happy contribute future article . enjoy rest weekend",1
soo stress everything,-1
give kiss . flirt course like,1
shakas againn . no 2 dollar salad,0
"` totally mia , know bad",-1
"blackberry run juice middle day .. miserable ! no twitter email beck call , truly awful",-1
weird . tot usually rain east coast first . east coast usually get rain .,-1
miss play,-1
a+ effort though,1
wow ! impressed pastor lucas ! great work ! !,1
neighbor cat die ! really love = (,0
um .. ` think text msgs ' subject line ' .. fail,-1
tweet much ` not even pay attention !,-1
"take calculus exam today , think well . mess one derivative identity though well , never miss one .",-1
witch ! I m upstate * * hick dry county . no alcohol ethnic food . I m cry .,-1
"excited visit twin good friend ! dinner , star gazing , movie ! // cool",1
"_ 007 ` worry , ` get bored ! hang ` give !",-1
coffee bread . peanut butter today !,0
try get pilot first season friday night light . oh gosh pass tissue ..,0
need somewhere go .. still lush + want back,0
feel third eye right right go see foreign boy,0
joe put new bulb spotlight,0
print opera give much well result ( print pdf name _ stdin_.pdf ) - always get to compromise,1
frustrated copying 13gigs across usb 1.1.stupid old server,-1
"still play wii fit laugh loud fun fun fun , , movie tonight ill upload photo take today right check next tweet",1
thank interview mama ! enjoy night,1
".. living studio , sound important ; ) oh mildura totally boring ! ! mhh .. whatever ! byee",-1
joey ` get new lizard .. fun x,1
oh god ` sorry hear ! keep finger cross find something,-1
happy mother ` day mother !,1
break laptop ..,0
dann vegas . misconnecte next flight 4:45 midway . tonight hotel w/o undie,0
_ aguirre not go anywhere & book finally get hre cool 2 know wht butch look lk .. lol go mail tdy,1
"_ henrie oh god , yeah ! cake look delish ! hope share ! haha .",1
ha ! ` right .. know ` right .,1
someones dead army wife . dad laugh mum get annoy . wan na watch britain get talent,0
time go slow,-1
one ? sportv ? connect righ way,0
yes dear v,0
test gauge audience reaction ? ? !,0
make huge revelation dish ( everyone leave ) totally forget . hate happen .,-1
happy mother day mommy ! !,1
